game_number,Date,Team,Opponent,Name,Projected_PTS,Actual_PTS,Projected_REB,Actual_REB,Projected_AST,Actual_AST,Projected_TOV,Actual_TOV,Projected_STL,Actual_STL,Projected_BLK,Actual_BLK,Projected_FG3A,Actual_FG3A,Projected_PF,Actual_PF,Projected_FGM,Actual_FGM,Projected_FGA,Actual_FGA,Projected_OREB,Actual_OREB,Projected_FTA,Actual_FTA
559,1/18/18,BOS,PHI,Aron Baynes,5.99,2,4.38,4,0.86,0,0.84,1,0.42,0,0.6,1,0,0,1.93,4,2.39,1,5.18,4,1.35,0,1.62,0
560,1/18/18,MIN,HOU,Nemanja Bjelica,5.41,5,2.13,2,0.54,4,0.61,2,0.41,1,0.23,0,0.86,1,1.46,1,2.08,1,3.94,3,0.36,1,0.47,2
560,1/18/18,MIN,HOU,Andrew Wiggins,16.79,16,3.63,5,1.72,3,1.5,2,1.17,1,0.58,1,1.24,3,1.96,2,6.6,5,15.17,12,0.8,2,3.87,4
560,1/18/18,MIN,HOU,Gorgui Dieng,6.08,4,4.49,3,1.13,0,0.88,1,0.8,0,0.62,1,0.27,0,1.92,1,2.36,2,4.92,3,1.19,0,1.42,2
560,1/18/18,MIN,HOU,Karl-Anthony Towns,18.76,22,11.3,16,2.31,3,2.11,0,0.89,2,1.62,5,1.4,1,3.79,3,7.15,10,13.31,19,2.31,3,3.63,2
560,1/18/18,MIN,HOU,Jimmy Butler,21.35,23,5.06,4,5.14,2,2.1,1,1.99,2,0.43,1,1.17,0,1.36,1,7.42,8,15.52,15,1.27,1,6.1,8
560,1/18/18,MIN,HOU,Taj Gibson,12.95,9,7.03,4,1.25,4,1.27,1,0.84,0,0.73,0,0.17,0,2.99,2,5.48,4,9.5,7,2.1,1,2.31,2
560,1/18/18,MIN,HOU,Tyus Jones,4.32,13,1.36,1,2.04,0,0.72,1,0.85,1,0.04,0,0.44,3,1.18,2,1.6,5,3.73,8,0.14,0,0.79,0
560,1/18/18,MIN,HOU,Marcus Georges-Hunt,0.55,0,0.12,0,0.09,0,0.16,0,0.06,0,0,0,0.04,0,0.24,0,0.2,0,0.37,0,0.05,0,0.27,0
560,1/18/18,MIN,HOU,Jamal Crawford,9.49,0,1.23,0,2.31,5,1.14,0,0.57,1,0.15,0,1.19,0,1.16,0,3.55,0,8.54,6,0.15,0,1.35,0
560,1/18/18,MIN,HOU,Jeff Teague,12.54,6,2.89,5,6.16,3,2.85,3,1.67,0,0.43,0,1.29,0,2.65,4,4.73,3,10.71,8,0.38,0,2.2,1
560,1/18/18,HOU,MIN,Nene,6.9,12,3.16,8,0.89,1,1,1,0.43,1,0.42,0,0,0,1.98,2,2.79,6,4.44,11,0.77,4,1.93,1
560,1/18/18,HOU,MIN,PJ Tucker,6.1,5,6.31,9,0.9,0,1.13,1,0.97,1,0.34,0,1.32,1,2.8,4,2.1,2,5.46,8,1.24,2,0.75,0
560,1/18/18,HOU,MIN,Chris Paul,21.75,19,5.5,6,9.13,9,3.14,2,1.69,3,0.33,0,3.2,4,2.94,1,7.64,6,16.23,12,0.67,0,3.56,4
560,1/18/18,HOU,MIN,Eric Gordon,22.33,30,2.35,3,2.95,3,2.79,2,0.78,1,0.31,1,3.88,7,1.94,1,7.67,11,17.42,19,0.38,1,3.75,1
560,1/18/18,HOU,MIN,Luc Mbah a Moute,7.42,14,3.77,5,1.09,2,1.38,0,1.24,1,0.62,0,1.13,4,2.28,2,2.79,5,6.04,9,0.66,1,1.08,0
560,1/18/18,HOU,MIN,Ryan Anderson,10.97,6,5.29,7,0.97,1,0.85,1,0.48,1,0.39,1,2.34,0,1.88,1,3.82,2,8.66,5,1.55,1,1.27,2
560,1/18/18,HOU,MIN,Clint Capela,15.25,20,10.48,5,1.49,0,2.15,0,0.74,1,1.42,1,0,0,3.49,3,6.71,7,9.74,9,3.02,1,3.07,6
560,1/18/18,HOU,MIN,James Harden,20.79,10,3.27,2,5.96,7,3.19,2,1.08,2,0.35,2,2.89,1,1.58,1,6.55,3,14.17,15,0.34,1,5.48,3
561,1/18/18,IND,POR,Al Jefferson,8.51,7,5.34,4,1.14,2,0.72,1,0.74,0,0.77,1,0,0,1.77,1,3.7,3,6.91,6,1.17,0,1.51,1
561,1/18/18,IND,POR,Thaddeus Young,11.06,10,5.74,14,1.93,3,1.2,1,1.31,2,0.64,0,0.79,0,1.99,2,4.86,5,10.44,12,1.92,4,0.96,0
561,1/18/18,IND,POR,Darren Collison,11.04,23,2.7,0,4.39,3,1.02,0,0.98,0,0.26,0,1,5,1.54,3,4.16,9,8.5,14,0.54,0,1.93,0
561,1/18/18,IND,POR,Cory Joseph,9.03,2,2.86,2,3.12,2,1.19,0,0.95,0,0.42,0,0.97,0,1.19,1,3.49,1,8.39,4,0.36,1,1.38,2
561,1/18/18,IND,POR,TJ Leaf,3.48,2,1.97,2,0.25,0,0.34,0,0.18,0,0.19,0,0.47,0,0.91,2,1.45,1,3.43,3,0.7,1,0.3,0
561,1/18/18,IND,POR,Domantas Sabonis,13.96,9,9.16,10,2.46,3,2.26,3,0.46,1,1.01,1,0.18,0,2.69,5,5.51,4,10.94,9,2.66,2,3.68,1
561,1/18/18,IND,POR,Lance Stephenson,8.85,0,5.59,2,2.78,1,1.49,0,0.56,0,0.29,0,0.71,0,1.7,0,3.56,0,8.25,6,0.91,0,1.49,2
561,1/18/18,IND,POR,Joe Young,2.38,2,0.6,1,0.45,0,0.18,1,0.13,0,0.03,0,0.22,0,0.24,0,0.9,1,1.92,2,0.11,0,0.48,0
561,1/18/18,IND,POR,Bojan Bogdanovic,11.45,8,2.84,4,1.33,0,1.08,0,0.57,0,0.06,0,1.45,1,1.4,1,4.21,3,9.22,10,0.21,1,1.88,2
561,1/18/18,IND,POR,Victor Oladipo,24.87,23,4.95,7,4.21,3,2.83,2,1.74,1,1.18,2,2.5,1,2.2,1,9.02,9,19.21,25,0.53,1,5.48,5
561,1/18/18,POR,IND,Damian Lillard,22.88,26,4.93,5,6.12,8,3.05,3,1.03,0,0.44,1,2.77,2,1.56,0,7.71,8,17.44,21,0.85,1,5.16,8
561,1/18/18,POR,IND,Evan Turner,9.3,2,3.77,2,2.28,1,1.57,2,0.71,0,0.5,0,0.5,0,2.07,1,3.8,1,8.06,6,0.5,0,1.4,0
561,1/18/18,POR,IND,CJ McCollum,21.52,16,4.21,3,3.46,2,1.94,0,0.99,1,0.44,0,2.56,4,1.93,4,8.33,6,17.91,18,0.82,0,2.61,0
561,1/18/18,POR,IND,Jusuf Nurkic,13.21,19,7.57,17,1.88,0,2.3,3,0.69,2,1.3,2,0,0,2.86,0,5.58,8,11.37,14,2.18,4,3.18,3
561,1/18/18,POR,IND,Pat Connaughton,7.3,2,2.42,1,1.19,1,0.64,0,0.22,0,0.49,0,1.25,0,1.22,1,2.73,1,5.66,5,0.33,1,0.71,0
561,1/18/18,POR,IND,Shabazz Napier,10.2,13,2.35,4,2.6,2,1.35,2,0.92,2,0.25,2,1.16,2,0.96,1,3.84,4,7.65,12,0.42,0,1.64,3
561,1/18/18,POR,IND,Al-Farouq Aminu,10.99,12,7.57,9,1,2,1.24,1,0.79,1,0.93,1,2.34,2,2.01,1,3.96,4,9.56,11,1.71,1,0.97,2
561,1/18/18,POR,IND,Zach Collins,4.94,2,3.69,8,0.95,1,0.9,0,0.39,0,0.64,1,0.48,0,1.73,0,2.04,1,4.73,2,0.97,2,0.79,0
561,1/18/18,POR,IND,Ed Davis,5,8,6.54,8,0.44,0,0.89,0,0.49,0,0.79,0,0,0,2.06,3,2.12,4,3.78,5,2.04,5,1.24,0
562,1/19/18,WAS,DET,Markieff Morris,8.97,13,5.67,9,1.38,2,1.69,1,0.64,1,0.76,1,0.85,1,2.94,4,3.62,4,7.85,14,1.15,3,1.12,4
562,1/19/18,WAS,DET,Mike Scott,8.75,7,3.24,4,0.95,2,1.11,2,0.46,0,0.3,0,0.96,0,1.27,2,3.63,2,6.32,3,0.6,1,0.77,4
562,1/19/18,WAS,DET,Tomas Satoransky,4.7,0,1.87,1,2.25,2,0.67,0,0.42,1,0.09,1,0.4,0,0.7,0,1.83,0,3.77,1,0.52,0,0.99,0
562,1/19/18,WAS,DET,John Wall,19.74,16,3.7,3,8.17,11,4.26,5,1.25,1,1.3,0,1.42,2,1.82,2,7.28,6,17.57,15,0.58,0,5.15,3
562,1/19/18,WAS,DET,Jodie Meeks,2.69,6,0.9,0,0.46,2,0.29,0,0.23,1,0.03,0,0.42,0,0.29,0,0.86,3,2.35,5,0.1,0,0.64,0
562,1/19/18,WAS,DET,Bradley Beal,21.56,26,4.25,3,4.09,3,2.3,2,0.97,1,0.62,1,2.27,4,1.78,2,8.1,7,17.72,12,0.82,1,3.93,9
562,1/19/18,WAS,DET,Ian Mahinmi,3.03,2,3.28,0,0.61,0,1.06,2,0.41,1,0.64,1,0,0,1.45,1,1.22,1,2.3,2,1.19,0,0.84,0
562,1/19/18,WAS,DET,Otto Porter Jr.,13.05,16,6.53,7,1.8,3,0.84,0,1.3,4,0.76,0,1.6,4,1.98,3,5.18,5,10.73,9,1.31,3,1.34,2
562,1/19/18,WAS,DET,Marcin Gortat,8.78,10,8.09,2,1.71,2,1.34,0,0.52,0,1.03,0,0,0,2.18,2,3.81,4,7.04,7,2.33,0,1.92,2
562,1/19/18,WAS,DET,Kelly Oubre Jr.,11.09,26,5,5,1.08,1,1.32,1,0.83,0,0.58,0,1.61,5,2.2,4,3.89,9,8.87,14,0.87,0,2.07,3
562,1/19/18,LAC,WAS,Tobias Harris,18.47,17,5.7,3,2.14,1,1.04,1,0.66,1,0.39,0,2.43,1,1.85,2,6.65,7,14.27,19,0.97,0,3.26,2
562,1/19/18,DET,WAS,Andre Drummond,16.13,14,14.7,21,4,8,3.1,5,1.43,2,1.12,2,0,0,3.1,6,6.46,4,11.74,5,4.47,6,5.15,8
562,1/19/18,DET,WAS,Reggie Bullock,9.77,9,2.65,0,1.39,2,0.48,0,1.08,0,0.21,1,1.69,3,1.63,2,3.85,3,7.26,6,0.58,0,0.6,0
562,1/19/18,DET,WAS,Anthony Tolliver,5.31,11,2.33,4,0.92,2,0.59,3,0.33,0,0.18,0,1.3,1,1.15,1,1.64,2,3.86,4,0.6,0,1,6
562,1/19/18,DET,WAS,Ish Smith,13.17,15,3.89,2,5.99,7,1.51,1,0.69,1,0.31,0,0.15,0,1.93,2,5.8,7,12.61,11,0.65,0,1.98,2
562,1/19/18,DET,WAS,Luke Kennard,7.2,16,2.19,1,1.31,2,0.99,0,0.81,0,0.12,0,1.06,3,0.82,3,2.78,4,6.04,7,0.31,0,0.71,5
562,1/19/18,DET,WAS,Eric Moreland,1.96,4,3.98,0,1.09,0,0.81,1,0.36,1,0.47,0,0,0,1.38,1,0.87,2,1.89,2,1.25,0,0.41,1
562,1/19/18,DET,WAS,Stanley Johnson,4.81,5,2.34,0,0.92,1,0.55,1,0.63,2,0.14,0,0.66,1,1.14,3,1.6,1,4.81,3,0.34,0,1.23,2
562,1/19/18,DET,WAS,Dwight Buycks,9.42,2,2.48,0,2.92,0,1.63,1,0.51,1,0.17,0,0.71,0,1.46,0,3.5,1,7.96,2,0.73,0,2.1,0
562,1/19/18,LAC,WAS,Avery Bradley,17.98,15,2.61,3,2.49,1,2.69,1,1.06,0,0.2,0,2.37,1,1.99,0,6.84,7,16.27,16,0.52,1,2.53,0
563,1/19/18,PHX,DEN,Jared Dudley,1.41,3,1.3,2,0.58,3,0.38,0,0.15,1,0.08,1,0.29,1,0.66,2,0.45,1,1.16,6,0.26,0,0.26,0
563,1/19/18,PHX,DEN,Isaiah Canaan,7.68,16,2.26,1,3.41,6,0.92,4,0.96,1,0.08,0,1.03,4,1.52,2,2.68,6,6.87,12,0.2,0,1.41,0
563,1/19/18,PHX,DEN,Alex Len,7.51,3,7.39,6,1.24,3,1.25,1,0.41,1,0.78,1,0,0,2.22,2,2.92,1,5.25,2,2.5,0,2.26,2
563,1/19/18,PHX,DEN,Josh Jackson,10.56,16,3.62,1,1.43,0,1.92,1,0.92,0,0.43,0,0.73,2,2.55,3,4.15,6,10.53,9,1.06,0,2.71,2
563,1/19/18,PHX,DEN,Tyson Chandler,7.35,3,9.54,9,1.04,2,1.52,0,0.41,1,0.65,1,0,0,2.69,2,3.08,1,4.87,2,3.12,4,1.89,2
563,1/19/18,PHX,DEN,Devin Booker,24.08,30,4.23,5,5.07,5,3.71,3,0.97,1,0.22,1,2.63,4,2.89,2,8.51,11,19.39,23,0.41,0,5.04,4
563,1/19/18,PHX,DEN,Tyler Ulis,7.29,3,1.93,1,4.02,5,1.78,0,1.22,2,0.08,0,0.46,0,1.86,2,2.91,0,7.57,5,0.4,0,1.25,4
563,1/19/18,PHX,DEN,Dragan Bender,7.52,3,4.7,8,1.58,3,1.55,1,0.43,0,0.99,1,1.81,1,2.41,4,2.66,1,7.23,3,0.55,0,0.54,0
563,1/19/18,PHX,DEN,TJ Warren,20.27,25,5.55,3,1.77,1,1.57,1,1.09,2,0.56,1,0.29,0,2.34,1,8.55,11,16.98,17,1.89,0,3.72,6
563,1/19/18,PHX,DEN,Troy Daniels,9.45,6,1.39,1,0.67,0,0.87,0,0.3,0,0.06,0,2.46,2,1.84,1,3.19,2,7.72,2,0.12,0,0.69,0
563,1/19/18,DEN,PHX,Nikola Jokic,19.15,14,11.31,17,5.81,5,2.53,6,1.65,0,1.09,0,1.29,2,3.1,4,7.05,5,14.22,12,3.03,3,4.31,2
563,1/19/18,DEN,PHX,Malik Beasley,4.64,3,1.71,0,0.94,0,0.54,0,0.43,1,0.13,0,0.53,1,0.81,0,1.78,1,4.16,2,0.38,0,0.81,0
563,1/19/18,DEN,PHX,Jamal Murray,16.91,30,4.07,5,3.36,2,1.85,1,1.11,1,0.45,2,1.82,5,2.24,6,6.06,10,13.17,17,1.24,2,3.21,5
563,1/19/18,DEN,PHX,Mason Plumlee,5.65,1,4.51,2,1.68,1,1.09,1,0.62,1,0.73,1,0,0,1.59,2,2.4,0,4.07,1,1.46,1,2.02,4
563,1/19/18,DEN,PHX,Trey Lyles,16,15,7.05,7,1.95,2,1.16,2,0.89,0,0.63,0,1.87,1,1.79,4,5.89,5,11.09,8,1.28,0,3.51,4
563,1/19/18,DEN,PHX,Richard Jefferson,3.45,5,1.77,1,1.26,1,0.74,0,0.21,0,0.1,0,0.19,1,0.98,1,1.13,2,2.8,3,0.3,0,1.56,0
563,1/19/18,DEN,PHX,Gary Harris,21.05,16,2.91,5,4.01,4,1.95,2,2.13,3,0.36,0,2.5,4,2.06,0,8.07,6,15.51,16,0.7,1,2.96,0
563,1/19/18,DEN,PHX,Wilson Chandler,11.38,2,6.38,1,2.46,3,1.47,1,0.63,0,0.5,1,1.15,0,2.49,1,4.29,1,9.66,3,1.88,0,1.91,0
563,1/19/18,DEN,PHX,Will Barton,16.21,8,5.02,3,4.64,4,1.67,2,1.26,1,0.74,1,1.89,0,1.94,2,6.01,3,13.14,10,0.9,0,3.04,4
564,1/19/18,IND,LAL,Al Jefferson,8.46,6,5.33,5,1.25,1,0.83,0,0.73,0,0.93,0,0,0,1.81,2,3.72,3,6.85,6,1.21,1,1.34,0
564,1/19/18,IND,LAL,Thaddeus Young,12.52,10,6.23,4,2.04,0,1.35,2,1.42,1,0.8,0,0.95,0,2.28,3,5.51,5,11.3,11,2.11,2,0.92,0
564,1/19/18,IND,LAL,Cory Joseph,9.19,8,3.02,1,3.31,1,1.17,0,0.96,1,0.5,0,1.08,0,1.39,2,3.57,4,8.07,8,0.44,0,1.26,0
564,1/19/18,IND,LAL,TJ Leaf,4.03,3,2.02,0,0.28,0,0.37,0,0.21,0,0.2,1,0.51,0,1.06,2,1.7,1,3.49,2,0.7,0,0.25,1
564,1/19/18,IND,LAL,Domantas Sabonis,14.54,15,9.51,14,2.56,1,2.67,0,0.47,0,1.2,2,0.19,0,3.11,2,5.87,6,11.34,10,2.77,3,3.52,5
564,1/19/18,IND,LAL,Lance Stephenson,7.7,3,4.76,5,2.53,3,1.47,0,0.53,1,0.25,0,0.66,0,1.59,0,3.13,1,7.27,12,0.79,1,1.21,1
564,1/19/18,IND,LAL,Darren Collison,13.28,5,2.83,2,4.95,4,1.31,2,1.11,3,0.33,1,1.31,0,1.91,2,5.01,1,9.57,9,0.63,0,2.18,4
564,1/19/18,IND,LAL,Joe Young,3.61,0,0.86,2,0.6,0,0.31,1,0.17,0,0.05,0,0.33,0,0.37,1,1.4,0,2.81,1,0.13,1,0.66,0
564,1/19/18,IND,LAL,Bojan Bogdanovic,12.3,11,2.85,6,1.28,1,1.06,2,0.56,2,0.08,0,1.61,1,1.59,2,4.56,5,9.83,12,0.26,3,1.88,0
564,1/19/18,IND,LAL,Victor Oladipo,26.66,25,5.26,5,4.57,4,3.22,2,1.87,1,1.58,0,2.75,1,2.33,2,9.77,11,20.11,26,0.58,1,5.54,2
564,1/19/18,LAL,IND,Tyler Ennis,7.8,7,3.17,1,4.71,5,1.36,0,1.06,0,0.49,0,0.41,1,1.88,5,3.2,3,8.37,5,0.67,0,1.17,2
564,1/19/18,LAL,IND,Julius Randle,18.33,14,8.21,4,3.12,2,3.31,0,0.59,1,1.03,1,0.3,0,2.66,3,7.44,7,13.25,12,2.18,1,4.59,2
564,1/19/18,CLE,IND,Jordan Clarkson,18.35,33,3.8,7,4.73,7,2.19,4,0.73,0,0.05,0,1.74,3,0.85,0,7.33,14,16.07,19,1.03,0,2.56,3
564,1/19/18,LAL,IND,Josh Hart,10.95,9,6.04,5,2.04,1,1,3,1.34,0,0.68,0,1.82,1,2.05,2,3.98,4,9.04,8,0.8,0,1.61,0
564,1/19/18,LAL,IND,Kyle Kuzma,16.39,13,5.95,5,2.27,3,1.88,3,0.58,0,0.52,1,2.07,3,1.42,3,6.27,5,13.46,15,1.34,0,2.44,3
564,1/19/18,CLE,IND,Larry Nance Jr.,11.62,10,7.15,11,2.03,3,1.34,0,1.06,3,0.79,2,0,0,2.24,1,5.05,5,8.35,5,2.36,3,2.38,2
564,1/19/18,LAL,IND,Alex Caruso,4.46,5,2.44,2,2.15,4,1.51,1,0.36,1,0.44,0,0.32,1,1.45,0,1.72,2,3.92,3,0.78,0,1.47,0
564,1/19/18,LAL,IND,Brook Lopez,11.08,4,3.6,5,1.76,1,1.42,1,0.43,0,1.09,2,1.37,0,1.76,1,4.21,2,9.41,7,0.97,0,1.75,2
564,1/19/18,OKC,IND,Corey Brewer,6.57,4,3.1,7,1.64,0,1.43,2,1.34,2,0.44,0,0.39,0,1.69,2,2.59,2,5.87,6,0.65,2,1.57,0
565,1/19/18,SAC,MEM,Bogdan Bogdanovic,13.65,15,3.53,4,3.27,3,2.15,4,1.2,1,0.43,0,1.85,1,2.53,1,4.99,7,10.37,13,0.59,1,2.25,0
565,1/19/18,SAC,MEM,Buddy Hield,12.08,13,3.82,7,1.74,2,1.52,0,0.87,2,0.33,0,2.04,2,2,2,4.53,4,10.81,11,0.63,1,1.11,3
565,1/19/18,SAC,MEM,Justin Jackson,3.77,3,1.84,1,0.77,0,0.53,1,0.45,0,0.24,0,0.59,1,1.12,0,1.42,1,3.97,3,0.34,0,0.48,2
565,1/19/18,SAC,MEM,Garrett Temple,5.11,11,1.95,3,1.23,0,0.95,1,0.68,1,0.45,0,0.87,1,1.31,1,1.82,4,5.29,6,0.28,1,0.84,4
565,1/19/18,SAC,MEM,Willie Cauley-Stein,13.67,7,8.66,11,2.54,0,1.87,3,1.02,2,1.43,0,0.05,0,2.72,3,5.43,2,11.11,10,2.29,2,4.38,4
565,1/19/18,SAC,MEM,Vince Carter,1.55,15,0.8,1,0.38,0,0.17,1,0.3,1,0.2,0,0.26,5,0.49,4,0.56,5,1.61,9,0.13,0,0.33,0
565,1/19/18,SAC,MEM,De'Aaron Fox,11.41,16,3.17,2,4.26,6,2.99,4,1.13,0,0.52,1,0.57,1,2.58,4,4.35,5,11.11,12,0.55,0,3.06,5
565,1/19/18,SAC,MEM,Georgios Papagiannis,0.65,0,0.44,3,0.12,3,0.12,3,0.05,0,0.07,1,0,0,0.23,1,0.29,0,0.55,3,0.16,1,0.08,0
565,1/19/18,SAC,MEM,Zach Randolph,13.48,4,7.43,6,2.19,1,1.93,4,0.9,0,0.28,0,0.68,0,2.05,4,5.5,2,11.64,5,2.06,2,2.3,0
565,1/19/18,SAC,MEM,Skal Labissiere,9.28,4,5.3,6,0.94,3,1.33,0,0.51,3,0.88,1,0.23,0,2.41,0,3.58,2,8.03,8,1.86,3,2.47,0
565,1/19/18,MEM,SAC,Deyonta Davis,5.44,5,3.5,8,0.6,5,0.72,1,0.27,1,0.57,1,0,0,1.18,1,2.36,2,3.66,3,0.94,3,0.98,4
565,1/19/18,MEM,SAC,Wayne Selden,6.44,4,1.36,2,1.33,3,1.2,2,0.59,2,0.07,0,0.83,0,0.83,3,2.15,2,5.58,6,0.18,1,2.02,0
565,1/19/18,MEM,SAC,Marc Gasol,17.14,6,8.72,8,4.02,2,2.82,0,0.82,1,1.63,1,1.41,0,1.86,2,6,3,13.87,6,1.49,0,4.41,0
565,1/19/18,MEM,SAC,Mario Chalmers,7.84,5,2.98,2,2.72,5,1.66,1,1.25,1,0.24,0,0.9,1,1.78,2,2.63,2,6.98,8,0.25,1,2.02,0
565,1/19/18,MEM,SAC,Jarell Martin,6.58,7,4.07,7,0.67,0,0.95,1,0.65,0,0.64,2,0.38,0,1.91,1,2.6,3,5.6,7,1.28,3,1.25,1
565,1/19/18,MEM,SAC,Andrew Harrison,8.8,12,3.22,1,2.88,2,1.39,1,1.17,2,0.59,0,0.95,2,2.12,3,2.85,4,7.24,6,0.66,0,2.77,2
565,1/19/18,MEM,SAC,Ben McLemore,4.26,21,1.53,2,0.71,2,0.56,0,0.41,1,0.12,0,0.61,3,1.02,2,1.59,6,3.72,13,0.32,2,0.58,6
565,1/19/18,MEM,SAC,JaMychal Green,10.83,6,7.11,10,1.22,0,1.51,1,0.78,0,0.5,1,1.02,0,1.94,2,4.17,3,8.4,9,2.44,1,2.05,0
565,1/19/18,MEM,SAC,Dillon Brooks,9.6,22,3.57,3,1.42,0,1.3,2,1.02,3,0.45,0,1.27,3,2.75,1,3.65,8,7.58,13,0.68,1,1.41,4
565,1/19/18,MEM,SAC,Tyreke Evans,21.9,14,5.55,6,5.54,5,2.21,4,1.31,1,0.33,0,2.63,1,1.38,0,8.08,4,16.54,15,0.99,2,3.92,6
566,1/19/18,SAS,TOR,Danny Green,7.48,4,3.38,6,1.62,2,1.23,1,1.16,0,1.04,2,1.46,0,1.89,0,2.83,2,6.94,8,0.52,1,0.54,0
566,1/19/18,SAS,TOR,Pau Gasol,11.11,15,7.9,9,3.31,3,1.76,2,0.41,1,1.18,0,0.8,0,2.18,2,4.19,6,9.38,11,1.76,2,2.52,4
566,1/19/18,SAS,TOR,Bryn Forbes,7.51,10,1.55,1,0.94,1,0.57,1,0.42,0,0.1,0,1.22,2,1.41,1,2.96,3,7.29,3,0.27,0,0.79,3
566,1/19/18,SAS,TOR,Joffrey Lauvergne,3.24,2,2.59,0,0.85,0,0.66,0,0.18,0,0.05,0,0,0,0.66,0,1.34,1,2.94,1,0.87,0,0.85,0
566,1/19/18,SAS,TOR,Tony Parker,10.78,3,2.32,2,3.89,4,2.08,1,0.6,3,0.05,0,0.2,0,1.16,1,4.59,1,9.81,9,0.19,0,2.13,2
566,1/19/18,SAS,TOR,Dejounte Murray,6.66,10,5.42,7,2.58,1,1.81,3,0.78,0,0.46,0,0.06,0,1.85,3,2.68,4,6.78,10,1.32,4,1.81,2
566,1/19/18,SAS,TOR,Patty Mills,10.07,13,2.22,4,2.69,1,1.43,2,0.85,0,0.21,0,1.8,1,1.4,2,3.49,4,8.47,14,0.34,0,1.48,4
566,1/19/18,SAS,TOR,LaMarcus Aldridge,26,17,8.14,14,2.14,2,1.97,0,0.63,1,1.26,2,0.52,1,2.9,1,9.94,6,20.76,25,3.09,6,6.76,5
566,1/19/18,SAS,TOR,Kyle Anderson,7.59,5,5.75,11,2.36,3,1.41,2,1.35,2,0.68,3,0.15,1,1.94,1,2.91,2,5.76,5,1.25,4,2.02,0
566,1/19/18,SAS,TOR,Davis Bertans,9.63,4,3.35,2,1.21,1,0.97,0,0.37,2,0.88,0,2.07,0,1.9,2,3.4,2,7.55,5,0.5,0,0.93,0
566,1/19/18,TOR,SAS,Serge Ibaka,13.3,4,6,7,0.73,2,1.11,1,0.51,0,1.16,0,1.42,0,2.49,4,5.37,2,11.02,7,1.08,0,1.49,0
566,1/19/18,TOR,SAS,Delon Wright,9.5,5,3.23,3,3.03,3,1.42,3,1.1,1,0.46,0,0.84,1,1.19,0,3.52,2,7.28,6,0.81,0,1.79,0
566,1/19/18,TOR,SAS,Norman Powell,1.24,2,0.4,1,0.32,1,0.21,1,0.12,0,0.04,0,0.14,0,0.24,1,0.5,1,1.27,4,0.06,0,0.13,0
566,1/19/18,TOR,SAS,DeMar DeRozan,24.12,21,4.14,7,5.78,6,2.29,1,1.35,1,0.23,0,1.06,0,1.78,3,8.78,9,18.68,19,0.76,0,6.65,5
566,1/19/18,TOR,SAS,Pascal Siakam,5.85,6,4.93,6,1.82,1,0.69,1,0.76,1,0.46,0,0.25,2,1.44,0,2.6,2,5.57,6,1.15,1,0.7,0
566,1/19/18,TOR,SAS,Jonas Valanciunas,10.71,15,7.22,11,0.8,0,1.39,3,0.48,1,0.59,0,0.15,1,2.5,4,4.29,7,7.88,10,1.85,4,2.3,0
566,1/19/18,TOR,SAS,OG Anunoby,5.72,0,2.39,5,0.84,0,0.59,1,0.79,2,0.07,0,0.94,0,1.47,1,2.15,0,4.38,7,0.61,3,0.69,0
566,1/19/18,TOR,SAS,CJ Miles,10.51,6,2.35,4,0.95,0,0.49,0,0.75,1,0.3,0,2.5,1,1.51,0,3.47,2,8.8,7,0.28,0,1.26,2
566,1/19/18,TOR,SAS,Kyle Lowry,17.12,24,6.1,3,6.34,3,2.74,2,1.41,1,0.07,1,3.22,4,2.07,3,5.66,8,13.3,16,0.89,0,2.92,5
566,1/19/18,TOR,SAS,Jakob Poeltl,6.6,3,4.71,3,0.67,0,0.8,0,0.39,0,0.82,0,0.02,0,1.82,3,2.95,1,4.76,3,1.7,1,1.29,2
567,1/19/18,NYK,UTA,Enes Kanter,12.94,12,9.44,9,1.43,3,1.82,0,0.66,1,0.63,1,0,0,2.36,3,5.54,5,9.47,13,2.99,4,2.16,3
567,1/19/18,NYK,UTA,Lance Thomas,2.49,7,2.57,0,0.49,0,0.38,0,0.43,0,0.24,0,0.32,1,1.45,3,0.85,3,2.22,3,0.67,0,0.56,0
567,1/19/18,NYK,UTA,Kyle O'Quinn,6.67,4,5.65,2,1.88,3,1.44,2,0.5,0,0.76,1,0,0,2.14,4,2.74,1,4.75,1,1.38,1,1.6,2
567,1/19/18,NYK,UTA,Michael Beasley,11.38,10,5.05,5,1.6,2,2.07,1,0.43,0,0.5,1,0.35,0,1.33,3,4.79,5,9.32,13,1.25,1,2.06,0
567,1/19/18,DAL,UTA,Doug McDermott,3.21,2,1.1,3,0.43,0,0.31,0,0.08,0,0.14,0,0.42,0,0.54,0,1.22,1,2.51,3,0.24,0,0.45,0
567,1/19/18,NYK,UTA,Courtney Lee,11.94,18,3.29,5,2.74,1,1.25,0,1.43,2,0.17,0,1.5,2,1.46,2,4.42,6,9.98,13,0.54,0,1.68,4
567,1/19/18,NYK,UTA,Tim Hardaway Jr.,14.86,31,3.63,5,2.88,3,1.48,2,1.23,0,0.2,0,1.93,6,1.79,0,5.39,11,12.78,17,0.69,0,2.75,5
567,1/19/18,NYK,UTA,Frank Ntilikina,4,0,2.11,0,3.09,0,1.54,2,1.06,0,0.17,0,0.46,0,1.73,1,1.57,0,4.57,0,0.35,0,0.58,0
